id,"serialové číslo zařízení","název zařízení","čas pořízení","okolní energie","maximální energie","minimální energie"
18814,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:49:18",41.37,42.66,39.64
18900,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:52:18",38.52,43.38,35.39
18988,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:55:18",36.21,42.43,35.03
19074,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 01:58:18",38.42,47.8,36.17
19164,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:01:18",36.68,45.16,34.41
19258,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:04:18",34.77,38.18,33.99
19348,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:07:18",34.38,37.11,33.94
19431,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:10:18",34.15,39.4,33.66
19521,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:13:18",34.04,37.19,33.51
19604,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:16:18",34.24,38.2,33.62
19687,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:19:18",34.52,43.6,33.57
19776,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:22:18",34.34,43.09,33.64
19859,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:25:18",34.12,36.61,33.59
19942,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:28:18",34.27,38.3,33.56
20031,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:31:18",33.97,36.11,33.61
20119,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:34:18",34.3,37.95,33.64
20206,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:37:18",33.95,39.75,33.55
20297,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:40:18",34.06,36.9,33.65
20384,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:43:18",35.28,47.83,33.69
20475,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:46:18",34.28,39.29,33.68
20563,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:49:18",33.83,34.27,33.57
20651,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:52:18",34.02,38.74,33.58
20739,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:55:18",34.1,40.25,33.66
20823,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 02:58:18",34.03,39.13,33.61
20907,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:01:18",33.91,35.72,33.68
20991,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:04:18",34.26,42.6,33.61
21078,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:07:18",34,40.36,33.58
21165,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:10:18",34.09,38.2,33.6
21253,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:13:18",35.56,56.17,33.64
21339,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:16:18",34.32,38.2,33.55
21422,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:19:18",35.3,46.85,33.63
21509,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:22:18",34.06,37.04,33.65
21603,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:25:18",34.25,40.91,33.66
21690,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:28:18",34.72,40.09,33.75
21783,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:31:18",34.92,39.97,33.74
21869,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:34:18",35.29,40.7,33.89
21956,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:37:18",34.8,38.41,33.76
22040,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:40:18",34.61,38.18,33.65
22125,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:43:18",34.8,37.96,33.74
22209,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:46:18",34.86,38.84,33.8
22297,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:49:18",35.07,41.19,33.67
22384,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:52:18",34.46,38.76,33.7
22471,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:55:18",34.08,36.81,33.62
22556,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 03:58:18",34.6,43.79,33.73
22639,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:01:18",34.69,43.87,33.56
22731,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:04:18",35.41,45.93,33.7
22822,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:07:18",34.75,39.33,33.65
22911,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:10:18",34.69,38.01,33.73
22998,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:13:18",34.8,39.26,33.68
23090,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:16:18",35.18,43.14,33.67
23174,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:19:18",34.64,40.14,33.79
23258,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:22:18",34.42,38.91,33.64
23343,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:25:18",34.85,42.51,33.82
23431,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:28:18",34.57,40.81,33.78
23516,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:31:18",34.68,39.46,33.78
23601,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:34:18",37.69,46.29,33.96
23687,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:37:18",36.94,43.8,34.19
23775,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:40:18",37.84,50.22,34.03
23858,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:43:18",35.41,42.33,33.9
23946,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:46:18",35.03,44.5,33.79
24039,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:49:18",38.66,55.18,34.12
24130,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:52:18",35.39,38.31,34
24222,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:55:18",35.71,43.53,33.89
24304,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 04:58:18",37.32,55.17,34.01
24384,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:02:18",35.75,40.34,33.79
24463,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:05:18",35.15,41.92,33.77
24541,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:08:18",36.45,50.18,33.83
24620,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:11:18",35.98,43.31,33.91
24702,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:14:18",36.06,44.66,33.75
24782,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:17:18",36.04,41.45,33.78
24866,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:20:18",37.14,49.94,34.69
24945,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:23:18",38.5,50.91,35.03
25029,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:26:18",37.22,55.38,34.41
25105,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:29:18",36.21,41.42,34.19
25185,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:32:18",36.58,41.41,34.02
25261,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:35:18",40.05,57.77,34.59
25336,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:38:18",37.57,48.56,34.41
25416,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:41:18",41.1,58.76,35.02
25493,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:44:18",41.11,62.24,34.37
25571,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:47:18",38.31,56.76,34.55
25651,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:50:18",47.66,62.39,35.43
25729,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:53:18",36.46,45.55,34.32
25812,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:56:18",38.22,52.22,34.42
25892,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 05:59:18",36.43,49.69,34.13
25971,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:02:18",38.02,48.56,34.51
26050,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:05:18",42.9,70.93,34.27
26131,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:08:18",39.88,53.35,34.68
26211,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:11:18",37.73,45.22,34.42
26291,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:14:18",38.41,61.12,34.3
26368,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:17:18",38.59,53.8,34.51
26442,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:20:18",38.55,47.37,35.54
26524,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:23:18",41.76,58.22,35.18
26602,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:26:18",41.07,59.15,34.54
26680,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:29:18",41.22,53.64,35.2
26758,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:32:18",41.95,57.51,36.66
26838,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:35:18",39.94,58.02,35.35
26917,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:38:18",38.62,54.65,34.87
26997,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:41:18",41.29,59.06,35.12
27078,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:44:18",39.27,50.78,35.2
27155,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:47:18",42.21,57.2,35.25
27237,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:50:18",40.72,55.21,35.13
27315,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:53:18",40.62,60.37,35.01
27396,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:56:18",37.72,50.26,34.88
27474,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 06:59:18",40.37,59.76,34.42
27552,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:02:18",40,54.65,34.99
27629,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:05:18",40.41,58,34.6
27709,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:08:18",42.51,64.69,34.64
27787,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:11:18",44.77,54.43,35.47
27867,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:14:18",40.49,51.59,34.84
27944,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:17:18",40.57,59.17,35.22
28021,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:20:18",41.06,57.64,34.47
28099,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:23:18",40.02,47.44,36.32
28182,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:26:18",42.21,57.49,36.28
28263,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:29:18",41.33,56.94,35.43
28339,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:32:18",39.51,56.38,34.66
28420,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:35:18",41.09,49.38,35.68
28500,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:38:18",42.03,54.49,36.12
28579,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:41:18",43.33,55.46,37.48
28660,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:44:18",45.55,57.11,39.84
28734,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:47:18",46.62,58.28,40.51
28812,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:50:18",45.44,53.59,41.7
28892,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:53:18",43.75,53.11,40.99
28971,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:56:18",45.24,57.39,39.3
29047,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 07:59:18",47.94,60.08,39.75
29126,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:02:18",47.4,61.2,39.29
29208,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:05:18",43.84,63.13,38.69
29287,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:08:18",44.04,64.5,39.73
29368,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:11:18",46.02,62.57,39.53
29450,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:14:18",47.95,61.19,41.38
29528,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:17:18",46.84,62.47,38.93
29607,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:20:18",44.56,60.54,40.31
29685,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:23:18",49.74,66.65,41.34
29765,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:26:18",50.54,56.15,48.66
29845,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:29:18",50.75,59.62,49
29922,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:32:18",48.73,53.45,42.52
29998,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:35:18",44.93,57.43,41.65
30078,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:38:18",45.01,55.36,42.97
30155,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:41:18",48.45,72.75,43.75
30236,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:44:18",47.72,65.94,44.65
30312,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:47:18",48.3,64.43,44.55
30395,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:50:18",48.62,64.96,42.84
30473,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:53:18",45.43,59.59,41.88
30551,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:56:18",47.96,63.32,42.66
30636,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 08:59:18",45.92,62.22,39.86
30713,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:02:18",50.11,71.11,42.81
30794,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:05:18",46.08,59.61,38.74
30874,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:08:18",44.17,60.08,38.43
30954,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:11:18",44.73,62.57,40.22
31029,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:14:18",45.73,57.93,41.84
31102,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:17:18",56.44,68.95,42.73
31183,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:20:18",50.15,66.49,42.02
31263,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:23:18",45.94,60.85,42.35
31342,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:26:18",47.51,67.38,42.02
31421,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:29:18",46.66,56.03,41.63
31502,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:32:18",44.84,46.89,43.06
31586,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:35:18",47.96,62.41,43.14
31662,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:38:18",49.23,60.63,43.67
31743,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:41:18",48.86,63.91,42.68
31820,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:44:18",47.9,61.13,42.43
31894,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:47:18",47.08,61.61,41.67
31975,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:50:18",51.8,70.84,46.63
32052,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:53:18",49.95,58.6,46.21
32132,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:56:18",50.12,61.21,44.05
32210,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 09:59:18",46.4,62.86,39.25
32289,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 10:02:18",45.01,64.71,38.83
32370,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 10:05:18",45.55,65.77,40.54
32449,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 10:08:18",45.68,61.69,40
32528,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 10:11:18",46.33,62.1,38.67
32609,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 10:14:18",44.62,59.94,37.72
32687,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 10:17:18",43.88,58.51,37.75
32768,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 10:20:18",45.27,58.39,38.17
32849,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 10:23:18",44.88,60.26,38.31
32926,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 10:26:18",44.98,59.29,38.66
33004,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 10:29:18",43.13,59.59,37.61
33075,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 10:32:18",43.46,61.61,38.38
33204,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 10:50:18",46.22,60.94,38.42
33282,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 10:53:18",44.45,61,39.37
33439,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 10:59:18",43.46,57.61,37.95
33518,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:02:18",45.06,63.6,39.79
33599,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:05:18",46.7,59.81,40.68
33679,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:08:18",45.55,63.33,39.91
33755,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:11:18",45.3,58.69,40.64
33830,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:14:18",49.2,59.88,40.27
33908,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:17:18",44.44,55.62,39.61
33982,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:20:18",45.02,59.06,38.67
34062,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:23:18",41.73,53.64,37.24
34140,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:26:18",42.66,57.68,37.87
34216,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:29:18",48.65,68.3,38.19
34296,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:32:18",45.42,62.26,40.35
34374,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:35:18",45.37,59.75,39.34
34451,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:38:18",44.09,55.99,40.57
34529,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:41:18",45.48,59.31,40.77
34609,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:44:18",45.46,55.54,40.36
34689,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:47:18",46.64,60.6,41.89
34767,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:50:18",48.19,62.3,43.36
34843,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:53:18",48.43,58.97,45.32
34923,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:56:18",46.47,59.83,41.67
35000,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 11:59:18",54.77,69.62,43.66
35078,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 12:02:18",49.67,61.12,42.74
35152,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 12:05:18",45.57,54.09,39.83
35231,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 12:08:18",44.05,60.53,38.31
35311,2490631311115202204,"Nerudova x Kar. Berana (VO 18700)","2025-07-08 12:11:18",44.75,61.67,38.3
